service_id,service_name,service_desc
416,Search – Download Marriage Certificate,"Enables spouses to download official marriage certificates in PDF using application and spouse credentials. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal Records, Identity Documentation."
417,Status – Application Banglashree Scheme,"Allows entrepreneurs to check status, sanction and disbursement of subsidy under Banglashree MSME program via portal. Primary Domain (~80%): Commerce/Subsidy; Cross?Domain (~20%): Finance, Business Support."
418,Search – Download Certificate of Banglashree Scheme,"Enables MSME applicants to download subsidy approval certificate, project sanctions, and subsidy amount PDFs. Primary Domain (~80%): Commerce/Subsidy; Cross?Domain (~20%): Finance, Business Compliance."
419,Payment – New Connection E?Pay (LT),"Enables users to pay charges for new low-tension electricity connections via WBSEDCL's e-pay portal. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Public Services, Finance."
420,Search – Payment Receipt New Connection (LT),"Allows applicants to retrieve payment receipts for new LT power connections using application number. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Finance, Public Services."
421,New Connection (LT) – Application Status,"Enables tracking of LT (low-tension) electricity connection application stage via WBSEDCL portal with connection reference. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Public Services, Infrastructure."
422,Search – Welcome Letter New Connection (LT),"Allows customers to download official welcome letter upon activation of LT power connection online. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Service Certification, Public Services."
423,Apply – Diploma in Pharmacy,"Enables students to apply for pharmacy diploma courses via online portal by uploading 10th/12th marksheets, DOB proof, and paying fees. Primary Domain (~80%): Education; Cross?Domain (~20%): Health, Vocational."
424,Apply – Post Diploma in Petrochemical & Medical Electronics,"Online application for 18-month Post-Diploma programs in Petrochemical Engineering and Medical Electronics offered by the West Bengal State Council of Technical & Vocational Education. Applicants (diploma graduates or B.Sc. holders with ?50% marks or 45% for reserved categories) submit documents (diploma/B.Sc., age proof, Aadhaar), pay ?450 (?225 for Kanyashree), and download admit cards. Primary (~80%): Vocational Education; Cross (~20%): Technical Training, Admissions (scvtwb.in)"
425,Search – Payment of Tax (MV),"Vehicle owners can search and settle motor vehicle taxes (road tax, fitness surcharge) via the Vahan/Sarathi portal using their registration number; receipts and history available. Primary (~80%): Transport/Taxation; Cross (~20%): Finance, Legal Compliance"
426,Apply – Transfer of Ownership,"Users apply to transfer vehicle registration after sale by uploading sale deed, KYC documents, insurance, pollution certificates; the Vahan portal processes the transfer and issues a new RC. Primary (~80%): Transport; Cross (~20%): Legal, Taxation"
427,Vahan – Change Address / Hypothecation / Duplicate RC,"Applicants update RC address, add or remove loan hypothecation entries, or request duplicate RC via portal—with supporting documents and nominal fees. Primary (~80%): Transport; Cross (~20%): Legal, Financial Documentation"
428,Apply – No Objection Certificate (NOC),"Enables RC holders to obtain inter-state or re-registration NOCs through Vahan by uploading insurance details, tax clearance, and past RC. Primary (~80%): Transport/Permits; Cross (~20%): Legal, Compliance Audits"
429,Apply – Renewal of Registration (RC),"Vehicle owners renew registration by uploading fitness, insurance, and tax receipts online; the portal processes and issues renewed RC. Primary (~80%): Transport; Cross (~20%): Public Safety, Administration"
430,Search – Print Unpaid MV Tax & F/S Bills,"Through the Parivahan portal, users can search pending bills associated with fitness surcharge or vehicle tax and download printable statements. Primary (~80%): Transport/Taxation; Cross (~20%): Finance, Enforcement"
431,Print – Unpaid LOI Outstanding Bills,"Retrieves and prints outstanding License of Insurance-related dues (LOI) penalties; identification via vehicle number. Primary (~80%): Transport; Cross (~20%): Insurance, Legal"
432,Apply – BENFISH Property Booking,"Fishermen and entrepreneurs book fisheries department-run campsites, lodges, and processing stalls (e.g. in Digha, Puri, Darjeeling) via BENFISH portal, including accommodation packages, payment integration, and e-ticketing. Primary (~80%): Fisheries/Hospitality; Cross (~20%): Tourism, Enterprise"
457,Search – PMSVA Nidhi Scheme,"Street vendors can track status of small loans (up to ?10k) under PMSVA loan/nidhi schemes using ID; portal also shows repayment schedule and interest benefits. Primary (~80%): Finance/Social Welfare; Cross (~20%): Micro-Enterprise, Public Finance."
458,Apply – Group Loan & Fresh Loan,"SHGs or cooperatives apply online for collective loans by submitting member lists, bank passbooks, and project use details—processed digitally via PMSVA/Parimap. Primary (~80%): Finance/Social Welfare; Cross (~20%): Community Empowerment, Agriculture"
459,Modify – Group Loan Application,"Borrowing groups edit pending loan applications—amend loan amounts, project plans, or update member details before digital resubmission. Primary (~80%): Finance; Cross (~20%): Community, Digital Workflow"
460,Apply – Refinance of Group Loan,"Provides structured refinancing options to repay existing group loans under government-relief terms; users submit current loan details and bank info. Primary (~80%): Finance; Cross (~20%): MSME Support, Social Welfare"
461,Search – Group Loan Status,"Enables tracking of loan application, approval, disbursement status, showcasing scheduled repayments and account balance details. Primary (~80%): Finance; Cross (~20%): Accountability, Transparency"
462,Apply – Fitness Renewal,"Vehicle owners renew transport-fitness certificates by uploading inspection reports and vehicle RC via portal; updates the fitness endorsement. Primary (~80%): Transport/Safety; Cross (~20%): Regulation, Compliance"
463,Apply – Conversion of Vehicle,"Converts vehicles to alternate fuel types (e.g., CNG, LPG, electric); submit conversion report and RC update via Vahan. Primary (~80%): Transport; Cross (~20%): Environmental, Legal"
464,Apply – Alteration of Vehicle,"Applies for physical modifications (body shape, color) to vehicles by uploading inspection/appraisal certificate; Vahan updates RC. Primary (~80%): Transport; Cross (~20%): Regulation, Safety Checks"
465,Apply – RC Particulars,"Update RC entries (name, address, chassis/engine number) online; after verification, a new RC is issued by RTO. Primary (~80%): Transport; Cross (~20%): Identity, Documentation"
466,Vahan – Mobile Number Update,"Enables updating of mobile numbers linked to RC or driver licences via self-service portal; used for SMS alerts and OTPs. Primary (~80%): Transport/Identity Management; Cross (~20%): Digital Communication, Service Delivery"
467,Apply – Withdrawal of Application,"Users can cancel their active applications (e.g., loans, licences, conversions) online, providing reasons and receiving closure ID. Primary (~80%): Public Services; Cross (~20%): Workflow, Governance"
468,Apply – Registration of Migrant Workers,"Enables migrant workers to register via the KARMASATHI portal/app to receive a Migrant Worker Identification Number (MWIN) and access benefits like disability/death support. Applicants provide personal details, employment info outside WB, and upload Aadhaar, ration card & bank details. Includes yearly renewal. Primary (~80%): Social Welfare / Employment; Cross (~20%): Labour Rights, Digital Identity. (services.india.gov.in, karmasathips.wblabour.gov.in)"
469,Apply – New e?Requisition Form,"Allows legal professionals, banks, or citizens to request official documents (e.g., land records, certified copies) electronically via e?District by selecting department, document type, and application purpose. Primary (~80%): Public Services; Cross (~20%): Legal Requests, Administrative Workflow."
470,Payment – e?Payment Stamp Duty & Registration Fees,"Enables payment of stamp duty and land registration charges through the e-stamping portal: user enters property details, calculates duty, submits online payment, and generates e-srip. Primary (~80%): Land Registration / Finance; Cross (~20%): Legal Conveyance, Public Services."
471,Download – e?Assessment Slip & Print,"Allows applicants to download digitally issued assessment slips post stamp duty payment for property or tax filing. Primary (~80%): Finance / Land Records; Cross (~20%): Legal Documentation, Public Services."
472,Application – Refund of e?Payment,"Users request refunds for failures or excess payment of e-stamp or registration duties, providing transaction details and refund reasons. Primary (~80%): Public Services; Cross (~20%): Finance, Consumer Redressal."
473,Search – Deed By Seller/Buyer/Party Name,"Enables searching of registered deed records by buyer/seller names to view document details such as deed type, date, value, and property particulars. Primary (~80%): Land Records; Cross (~20%): Legal Verification, Due Diligence."
474,Search – Deed By Transacted Property Details,"Users search deeds using survey or plot number to get registered transaction documents, parties, and deed metadata. Primary (~80%): Land Records; Cross (~20%): Legal, Property Research."
475,Search – Deed by Deed Number & Query Number,"Enables retrieval of deed information by deed or query number for certified copies or reference. Primary (~80%): Land Records; Cross (~20%): Legal, Administrative Access."
476,Apply – Disability Certificate,"Citizens with disabilities apply via SUGAM/UDID portal. Submit Form V along with proof of identity, residence, medical certificate, and recent photo. Medical authority issues certificate/ID card within 30 days. Primary (~80%): Health / Social Welfare; Cross (~20%): Legal Certification, Accessibility Rights."
477,Apply – Distance Certificate for Students,"Students request distance certification (e.g., school-to-college) by submitting educational documents and residence proof. Enables fee concessions and admissions. Primary (~80%): Education; Cross (~20%): Public Services, Admission Compliance."
478,Apply – Ordinary Residential Certificate,"Enables application for certificates confirming applicant’s West Bengal residency (typically required for education or government employment). Requires ID/address proof, fees, and local verification. Primary (~80%): Certificates; Cross (~20%): Legal Identity, Education/Employment."
479,Apply – Permission for Delayed Birth Registration,"Parents/legal guardians can apply for late birth registration (after 21 days up to 1 year) by uploading medical/birth proof, affidavit and paying late fee via e-district. Primary (~80%): Public Services; Cross (~20%): Legal Records, Vital Stat Documentation."
480,Apply – Permission for Delayed Death Registration,"Enables filing delayed death registrations with affidavit, medical/legal death proof, and applicable fee; important for insurance and inheritance claims. Primary (~80%): Public Services; Cross (~20%): Legal, Civil Records."
481,Apply – Redressal of RTI Queries & Tracking,"Allows citizens to file RTI requests to public authorities online, upload relevant details, pay fees (?10), and receive tracking number and response notifications. Primary (~80%): Legal Services / Transparency; Cross (~20%): Governance, Public Accountability."
482,Search – Preferred Colleges & Courses,"Students can search government/private colleges and courses (e.g., degree, diploma, vocational) with filters like location, intake capacity via unified admission portal. Primary (~80%): Education; Cross (~20%): Admission Planning, Vocational Pathways."
483,Registration & Admission,"Enables online registration and admission processing for various state-level courses (UG/PG/Diploma), including fee payment, document verification, and seat allotment. Primary (~80%): Education; Cross (~20%): Public Services, Finance."
484,e-Challan,"Citizens can pay various challans (traffic fines, municipal locally issued penalties) online by entering challan number and paying via e-payment. Primary (~80%): Legal/Enforcement; Cross (~20%): Finance, Public Administration."
485,e-District Dashboard,"One-stop dashboard for all e-district transaction status, document issuance, service statistics, and analytics for administrators/user tracking. Primary (~80%): Public Services; Cross (~20%): Governance, Data Insights."
486,Apply – Payment of Property Tax at NKDA,"Citizens in NKDA area can self-assess and pay property tax online, uploading documents and generating receipts. Primary (~80%): Taxation/Housing; Cross (~20%): Finance, Urban Services."
487,Apply – Assessment of Property Tax at NKDA,"Allows property owners to submit new holdings for tax assessment under NKDA jurisdiction, including plot maps and ownership proof. Primary (~80%): Taxation; Cross (~20%): Registration, Urban Management."
488,Apply – Issuance of Record of Title (Mutation) by NKDA,"Citizens or CSC operators apply online for a mutation certificate (Record of Title) in NKDA area using property survey details, ownership data, and paying nominal fees. The portal handles submission, hearing, payment, and digital certificate issuance processes. Primary (~80%): Land Records/Registration; Cross (~20%): Legal Services, Property Transfer. (services.india.gov.in, housing.com)"
489,Apply – Grant of Fire License,"Business owners submit fire safety plans, building drawings, occupancy certificates, and pay requisite fee to receive or renew fire license under FES regulation. Primary (~80%): Fire Safety/Permits; Cross (~20%): Legal Compliance, Public Safety."
490,Apply – Renewal of Fire License,"Property holders apply for renewal by uploading current fire safety certificate, checklist, inspection report, and fee, before expiry to ensure compliance. Primary (~80%): Fire Safety; Cross (~20%): Inspection, Public Safety."
491,Apply – Issuance of Fire Safety Recommendation,"Applicants submit building layouts, fire protection systems details for issuance of fire safety recommendations before occupancy or plan sanctions. Primary (~80%): Fire Safety; Cross (~20%): Construction, Regulatory Compliance."
492,Apply – Issuance of Revised Fire Safety Recommendation,"Enables submission of amendment documents for previously granted fire safety recommendation—upload layout changes, resubmit inspection report and approvals. Primary (~80%): Fire Safety; Cross (~20%): Construction, Legal."
493,Apply – Registration of Association of Apartment Owners,"Facilitates registration under Apartment Ownership Act 1972 by submitting by-laws, owner list, deed copies, AGM minutes, and fees; generates digital AOA registration certificate. Primary (~80%): Housing/Legal Services; Cross (~20%): Community Governance, Public Services."
494,Apply – Form B under Apartment Ownership Act 1972,"Apartment authorities submit Form B for confirmation of association details: member list, OC, and by-law documentation as per statutory norms. Primary (~80%): Legal Services; Cross (~20%): Housing, Compliance."
495,Apply – Form C under Apartment Ownership Act 1972,"Association files Form C for trades operating within housing complexes, submits trade licence and occupancy certificate for registration. Primary (~80%): Legal/Permits; Cross (~20%): Commerce, Housing."
496,Search – Discover Your Eligible Schemes,"Citizens input demographics (age, income, gender, employment) to see a personalized list of applicable social welfare, education, and health schemes. Primary (~80%): Public Services; Cross (~20%): Social Welfare, Finance."
497,Apply – Self Certification of Fire Safety,"Owners of low-risk buildings self-certify fire safety compliance by submitting fire safety declaration online, without mandatory inspections for small structures. Primary (~80%): Fire Safety; Cross (~20%): Risk Management, Legal."
498,Property Tax – HMC,"Homeowners in HMC jurisdiction can self-assess property tax, file declarations, and pay online; generates receipt and payment history. Primary (~80%): Taxation/Housing; Cross (~20%): Finance, Civic Infrastructure."
499,Apply – Support for One Time Settlement (OTS) of NPA Accounts of PWCS,"Co-operative banks apply for debt settlement benefit under state scheme to write off non-performing assets; submit loan details, defaults, and resolution proposals. Primary (~80%): Finance/Cooperatives; Cross (~20%): Agriculture, Financial Restructuring."
500,Apply – One-Time Financial Assistance to Viable PWCS,"Eligible Poultry & Women Cooperatives apply for state grants up to ?5 lakh; submit utilization plan, financials, and governance proof. Primary (~80%): Finance/Cooperatives; Cross (~20%): Agriculture, Empowerment."
501,Apply – One-Time Financial Assistance to Individual Handloom Weavers,"Handloom craftspeople apply for subsidy or grant for purchasing looms, raw materials; require identity, income, and craft membership proof. Primary (~80%): Social Welfare/Artisan Support; Cross (~20%): Culture, Finance."
502,Apply – Bhabishyat Credit Card Scheme (WBBCCS),"Small business owners apply for collateral-free credit card under state WBBCCS, upload KYC, MSME registration, and project plan; used for working capital. Primary (~80%): Finance/Entrepreneurship; Cross (~20%): MSME Support, Commerce."
503,Edit – Bhabishyat Credit Card Scheme (WBBCCS),"Applicants edit/update their WBBCCS credit-card application to modify project size, turnover expectations, or add co-applicants before approval. Primary (~80%): Finance; Cross (~20%): Entrepreneurship, Public Services."
504,Search – Bhabishyat Credit Card Scheme Status (WBBCCS),"Applicants track status of their credit-card application—screening, credit limit assigned, and disbursement through portal. Primary (~80%): Finance; Cross (~20%): Business Monitoring, Transparency."
505,Search – Bhabishyat Credit Card Scheme Status (WBBCCS),"(Repeat) Same as above—provides monitored application progression, credit limit history, and servicing details. Primary (~80%): Finance; Cross (~20%): Monitoring, Business Development."
506,Apply – New Trade License,"Entrepreneurs apply for a new trade licence by uploading enterprise registration, site details, and making payment; receive digital licence within stipulated days. Primary (~80%): Permits & Licenses; Cross (~20%): Commerce, Legal."
507,Apply – Renewal of Trade License,"Existing trade licence holders apply for renewal online by providing updated compliance documents and paying renewal fees via portal. Primary (~80%): Permits; Cross (~20%): Commerce, Regulation."
508,Search – View & Pay Demand,"Licensed entities or property owners can view outstanding municipal demands (taxes, utility bills) and pay directly via GOV portal. Primary (~80%): Taxation/Utilities; Cross (~20%): Finance, Civic Services."
509,Search – Check License,"Enables individuals/businesses to verify status and validity of any state-issued licence—trade, education, fire—using license number online. Primary (~80%): Public Services; Cross (~20%): Compliance, Transparent Governance."
510,Print – Online License Reprint,"Applicants can print duplicate copies of issued licences (trade, business, fire) via portal by providing license credentials—downloadable PDF. Primary (~80%): Public Services; Cross (~20%): Legal Documentation, Citizen Services."
